datetime,rank_1_20_mean,rank_1_20_n,rank_21_50_mean,rank_21_50_n,rank_51_100_mean,rank_51_100_n
2020-05-15,-0.01491839624941349,20,-0.011474587954580784,30,-0.009165056049823761,50
2020-05-18,0.029537390917539597,20,0.018519768491387367,30,0.006691198330372572,50
2020-05-19,0.008717668242752552,20,-0.004649736452847719,30,-0.00428379513323307,50
2020-05-20,-0.005214479751884937,20,0.003546889638528228,30,0.0004950165748596191,50
2020-05-21,0.037740327417850494,20,0.022206982597708702,30,0.009295538999140263,50
2020-05-22,0.03613654524087906,20,0.026767993345856667,30,0.0188528411090374,50
2020-05-26,-0.029939601197838783,20,-0.025275271385908127,30,0.004347430542111397,50
2020-05-27,-0.021320383995771408,20,-0.009480730630457401,30,-0.001368513097986579,50
2020-05-28,0.011212107725441456,20,0.016362477093935013,30,0.011973384767770767,50
2020-05-29,0.013696739450097084,20,0.008912191726267338,30,0.011307161301374435,50
2020-06-01,0.04573364928364754,20,0.02047041617333889,30,0.023828895762562752,50
2020-06-02,0.036987077444791794,20,-0.002769740531221032,30,-0.00010208845196757466,50
2020-06-03,0.0468260757625103,20,0.022869054228067398,30,0.021464647725224495,50
2020-06-04,0.030390862375497818,20,0.01914851740002632,30,0.008421236649155617,50
2020-06-05,-0.022460252046585083,20,-0.008531540632247925,30,-0.014043125323951244,50
2020-06-08,-0.020311176776885986,20,-0.001571222092024982,30,-0.0070893969386816025,50
2020-06-09,-0.10271266847848892,20,-0.07084386795759201,30,-0.05258101969957352,50
2020-06-10,0.04633700102567673,20,0.015816612169146538,30,0.006476383190602064,50
2020-06-11,0.008745389990508556,20,0.003961960319429636,30,0.006356147583574057,50
2020-06-12,0.02427292801439762,20,0.01728876493871212,30,0.01742059551179409,50
2020-06-15,-0.026455804705619812,20,-0.00691583938896656,30,-0.0021375631913542747,50
2020-06-16,0.0003363698779139668,20,-0.0028864562045782804,30,-0.003045095130801201,50
2020-06-17,-0.017265554517507553,20,-0.017132272943854332,30,-0.007148461416363716,50
